price,brand,yearOfRegistration,odometer,powerPS,notRepairedDamage
900,alfa_romeo,2000,150000,150.0,unknown
300,opel,1997,150000,75.0,unknown
3899,audi,2003,150000,,no
5500,ford,2009,150000,116.0,no
1300,seat,2004,150000,105.0,yes
500,volkswagen,2000,150000,75.0,unknown
1500,opel,1997,150000,60.0,no
850,opel,1999,100000,116.0,yes
3900,bmw,1993,150000,113.0,no
3350,volkswagen,2001,90000,102.0,yes
7500,alfa_romeo,2006,150000,200.0,no
3999,volkswagen,2007,150000,69.0,no
9990,mercedes_benz,2008,125000,95.0,no
350,volkswagen,1998,150000,50.0,unknown
13680,bmw,2012,50000,122.0,no
1400,mazda,2004,150000,136.0,unknown
13500,mercedes_benz,2008,70000,156.0,no
2850,opel,2003,125000,87.0,no
1,opel,1999,150000,101.0,unknown
4800,opel,2006,125000,125.0,no
14999,mercedes_benz,1994,150000,394.0,no
15000,renault,2014,20000,120.0,no
26000,bmw,2013,70000,204.0,no
3100,ford,2003,5000,,unknown
4150,nissan,2009,50000,68.0,no
6100,bmw,2007,150000,197.0,yes
2660,volkswagen,2002,150000,54.0,no
4900,toyota,2011,60000,68.0,no
22250,volkswagen,2014,30000,220.0,no
8800,audi,2008,150000,143.0,no
899,renault,2002,150000,75.0,no
9500,mercedes_benz,2008,150000,170.0,unknown
3200,volkswagen,2008,150000,105.0,no
949,fiat,2000,90000,45.0,no
1499,nissan,2004,150000,111.0,no
11900,audi,2007,150000,326.0,no
1250,opel,2002,150000,90.0,no
8690,toyota,2009,5000,74.0,no
24500,audi,2014,60000,150.0,no
2949,mercedes_benz,2000,150000,102.0,no
1200,volkswagen,1997,125000,75.0,no
2899,fiat,2006,90000,95.0,no
7400,mercedes_benz,2005,150000,272.0,yes
2850,skoda,2001,150000,118.0,no
7950,bmw,2006,150000,150.0,no
500,kia,1999,150000,133.0,no
350,ford,2000,150000,95.0,yes
1200,seat,2001,150000,75.0,no
13500,opel,2012,30000,140.0,no
300,opel,1999,150000,136.0,unknown
8450,kia,2010,125000,,no
6900,ford,2009,150000,175.0,unknown
890,opel,2002,150000,101.0,unknown
2350,volkswagen,2003,150000,131.0,no
250,bmw,2000,150000,101.0,unknown
4950,opel,2005,150000,90.0,no
8550,volkswagen,2010,150000,136.0,no
14000,mercedes_benz,2007,80000,170.0,no
4500,renault,2008,80000,76.0,no
7100,volkswagen,2012,50000,90.0,no
980,peugeot,2001,150000,60.0,no
13000,volkswagen,1995,150000,151.0,no
999,renault,1997,125000,54.0,no
999,opel,1998,150000,116.0,unknown
4300,bmw,2005,150000,,unknown
12999,nissan,2004,125000,280.0,no
14500,mercedes_benz,2010,125000,136.0,no
500,bmw,1997,150000,102.0,unknown
28900,audi,2007,125000,420.0,no
300,volkswagen,1997,5000,1.0,yes
17000,peugeot,2011,70000,156.0,no
6450,smart,2010,90000,98.0,no
4800,volkswagen,2006,150000,105.0,no
3800,dacia,2010,20000,75.0,no
5350,toyota,2010,50000,68.0,no
1390,opel,1999,150000,75.0,no
14500,volkswagen,2011,40000,102.0,unknown
1900,fiat,2004,150000,105.0,no
5750,audi,2004,150000,163.0,no
4900,bmw,1998,150000,116.0,no
5300,volkswagen,1993,150000,98.0,no
35980,audi,2012,125000,333.0,no
3000,opel,2005,150000,150.0,no
800,opel,1999,150000,136.0,unknown
13450,mercedes_benz,2011,150000,170.0,no
2200,volkswagen,2000,150000,110.0,unknown
13900,kia,2014,40000,99.0,no
13790,audi,2011,150000,143.0,no
500,volkswagen,2000,150000,75.0,no
8490,volkswagen,2006,80000,150.0,unknown
2700,mercedes_benz,1992,150000,179.0,no
890,lada,1987,100000,,unknown
12690,audi,2007,100000,163.0,no
38500,audi,2012,70000,333.0,no
1000,volkswagen,1996,150000,,no
15500,bmw,2006,150000,306.0,no
1999,mercedes_benz,1999,150000,136.0,no
11950,hyundai,2010,60000,163.0,no
250,ford,2003,125000,60.0,unknown
7250,mercedes_benz,2010,150000,163.0,unknown
19900,hyundai,2013,10000,184.0,no
1800,volkswagen,1998,150000,75.0,no
6450,volkswagen,2004,150000,116.0,no
14100,skoda,2014,30000,75.0,no
21490,volkswagen,2014,20000,110.0,no
9500,seat,2009,90000,200.0,no
1800,renault,2006,150000,113.0,yes
3899,citroen,2009,60000,68.0,no
5850,mercedes_benz,2003,150000,158.0,unknown
2499,nissan,2002,80000,,no
1600,volkswagen,2005,150000,55.0,no
7900,sonstige_autos,2005,125000,258.0,no
9999,hyundai,2012,80000,90.0,no
2700,opel,2006,150000,101.0,no
590,chrysler,2000,150000,163.0,yes
2590,mercedes_benz,1960,50000,,unknown
1200,volkswagen,1991,150000,45.0,no
3300,renault,2006,150000,84.0,no
3999,audi,2000,150000,,no
500,opel,1997,150000,55.0,no
500,volkswagen,1992,40000,75.0,unknown
800,opel,2001,150000,,no
9950,mercedes_benz,2007,20000,95.0,no
1300,volvo,1998,150000,116.0,no
1850,volkswagen,2000,150000,150.0,no
1000,rover,1998,100000,77.0,no
999,ford,1999,150000,,no
2090,smart,2002,125000,54.0,no
999,citroen,2000,150000,75.0,no
2900,audi,1999,150000,165.0,no
4799,renault,2007,125000,135.0,no
200,ford,1997,150000,,no
3200,opel,2006,150000,155.0,yes
300,audi,1990,150000,,unknown
3799,audi,1997,150000,125.0,no
900,opel,2016,150000,125.0,yes
3500,bmw,2001,150000,184.0,no
3399,fiat,2003,150000,90.0,no
4300,hyundai,2009,150000,109.0,no
2650,seat,2002,150000,105.0,no
900,opel,2000,150000,60.0,unknown
13500,ford,2014,20000,101.0,no
450,volkswagen,1995,150000,90.0,no
2600,volkswagen,1999,150000,200.0,yes
500,opel,1997,150000,90.0,unknown
8800,mercedes_benz,2008,150000,170.0,no
500,ford,2003,150000,60.0,yes
3000,subaru,1999,150000,211.0,no
2150,volkswagen,1997,150000,90.0,no
4750,bmw,2001,150000,184.0,no
6800,audi,2007,150000,170.0,no
400,volkswagen,1996,150000,55.0,no
1400,citroen,2000,150000,,unknown
2600,mercedes_benz,1998,150000,125.0,no
2222,opel,2003,150000,177.0,unknown
200,ford,2005,150000,,unknown
800,volkswagen,1996,150000,60.0,unknown
550,skoda,1997,150000,101.0,yes
8990,volkswagen,2011,150000,105.0,no
3750,volkswagen,2003,150000,131.0,no
1600,volkswagen,1998,150000,61.0,no
700,mitsubishi,2016,150000,75.0,unknown
8500,chevrolet,1992,150000,165.0,no
200,opel,1997,150000,75.0,yes
3300,volkswagen,2003,150000,131.0,unknown
400,renault,1999,150000,75.0,no
12999,volkswagen,2011,70000,105.0,no
2499,volkswagen,2000,150000,116.0,no
900,ford,1999,150000,101.0,no
3000,volkswagen,2002,150000,131.0,no
7900,mercedes_benz,2000,150000,224.0,unknown
3450,nissan,2003,60000,89.0,no
1650,volkswagen,2003,150000,60.0,no
500,honda,1991,150000,124.0,yes
1800,seat,2001,150000,110.0,no
2000,mercedes_benz,2001,150000,95.0,unknown
5000,opel,2007,150000,140.0,no
4000,audi,2001,150000,150.0,unknown
1950,opel,2003,150000,101.0,no
10500,audi,2008,150000,170.0,no
3500,mercedes_benz,1997,150000,204.0,no
26400,bmw,2012,30000,184.0,no
20500,mercedes_benz,2009,40000,170.0,no
3300,volkswagen,2003,30000,131.0,no
1699,renault,2005,150000,130.0,yes
1850,seat,2001,150000,110.0,no
22700,volkswagen,2014,30000,150.0,no
8500,volkswagen,2010,125000,75.0,no
20800,bmw,2009,150000,245.0,no
1999,chevrolet,2005,125000,109.0,no
7900,audi,2007,150000,140.0,no
2300,bmw,2003,150000,,no
3100,mercedes_benz,2000,150000,,no
600,volkswagen,1997,150000,101.0,no
1000,volkswagen,2006,100000,60.0,yes
500,audi,1995,150000,125.0,yes
300,volkswagen,1995,150000,60.0,yes
1,bmw,2003,150000,150.0,no
2500,volkswagen,1999,150000,116.0,no
7900,citroen,2010,70000,75.0,unknown
2050,audi,2001,150000,131.0,no
900,renault,1998,100000,58.0,no
900,ford,2004,150000,101.0,yes
8000,bmw,1983,125000,125.0,no
1700,hyundai,2005,150000,100.0,no
1850,citroen,2005,150000,109.0,no
750,volkswagen,1995,150000,,no
1100,opel,2002,150000,54.0,unknown
1550,nissan,2000,125000,54.0,no
7500,volkswagen,2006,150000,140.0,no
3999,subaru,2004,50000,94.0,no
689,peugeot,2002,150000,75.0,no
950,peugeot,2002,150000,68.0,unknown
7900,volkswagen,2009,80000,,no
450,opel,1998,125000,75.0,yes
1000,ford,1999,125000,60.0,no
10980,toyota,2005,20000,140.0,no
550,volkswagen,1997,150000,101.0,no
1299,toyota,1995,150000,88.0,no
4000,hyundai,2003,150000,136.0,no
15900,audi,2011,125000,143.0,no
13950,volkswagen,2011,125000,140.0,no
3300,opel,2002,150000,147.0,no
460,alfa_romeo,2001,150000,120.0,unknown
13499,chevrolet,2013,30000,140.0,no
999,ford,1995,100000,90.0,no
1100,ford,1999,5000,101.0,no
290,opel,2016,150000,,unknown
1300,audi,2000,150000,150.0,no
200,opel,1997,150000,45.0,unknown
5999,volkswagen,2008,50000,69.0,no
2850,fiat,2005,125000,100.0,no
8999,bmw,2004,150000,192.0,unknown
760,opel,2001,150000,108.0,no
5100,renault,2010,80000,75.0,no
1699,bmw,2016,150000,101.0,unknown
8999,ford,2009,150000,140.0,no
1999,volkswagen,1999,150000,125.0,no
950,bmw,1995,125000,140.0,yes
3699,smart,2008,125000,84.0,no
1799,mercedes_benz,2001,150000,116.0,no
3800,mini,2002,90000,116.0,no
150,volkswagen,1994,5000,45.0,unknown
400,ford,2001,150000,60.0,unknown
2750,mercedes_benz,2005,150000,101.0,no
2700,volkswagen,2003,150000,131.0,no
12300,mini,2010,125000,,no
1490,ford,2002,150000,60.0,no
4499,opel,2005,125000,150.0,no
12100,mercedes_benz,2010,30000,170.0,no
8999,ford,2008,150000,140.0,no
2500,mercedes_benz,2000,125000,90.0,no
150,volkswagen,2016,5000,,no
2499,volkswagen,2003,150000,75.0,no
5490,smart,2008,50000,71.0,no
8600,mercedes_benz,2005,100000,143.0,no
1200,fiat,2004,150000,103.0,unknown
4900,opel,2007,125000,105.0,no
1400,renault,2002,150000,75.0,no
17500,bmw,2012,70000,116.0,no
5450,volkswagen,1998,150000,151.0,no
1350,bmw,1994,150000,102.0,no
250,volkswagen,1990,150000,45.0,unknown
2900,bmw,2004,150000,116.0,no
9900,bmw,2009,100000,,unknown
1600,bmw,1999,150000,125.0,no
2250,ford,2005,150000,109.0,no
3750,audi,2005,150000,140.0,unknown
4700,peugeot,2009,100000,73.0,no
9999,audi,2005,100000,200.0,no
4950,volkswagen,2002,125000,131.0,no
250,fiat,1994,150000,55.0,no
21900,hyundai,2014,10000,184.0,no
320,ford,2000,150000,,unknown
2580,toyota,2006,150000,68.0,no
13850,hyundai,2011,125000,,no
6200,audi,2000,150000,179.0,no
300,renault,1998,150000,54.0,yes
3199,volkswagen,2001,150000,101.0,no
3000,opel,1969,100000,90.0,no
9500,volkswagen,2011,30000,80.0,no
7250,audi,2005,150000,140.0,no
12900,opel,2014,30000,,no
12500,audi,2010,150000,143.0,no
10299,audi,2006,150000,232.0,no
549,bmw,1992,150000,100.0,unknown
830,opel,1998,150000,90.0,yes
3000,skoda,2005,90000,75.0,no
1200,opel,2002,125000,,unknown
1500,renault,2005,150000,86.0,yes
21900,audi,2011,30000,160.0,no
8000,sonstige_autos,1995,30000,148.0,no
2750,mercedes_benz,1996,150000,150.0,no
5000,alfa_romeo,2000,150000,120.0,no
2700,mercedes_benz,2000,150000,143.0,unknown
5500,mercedes_benz,2009,90000,140.0,yes
14700,audi,2007,150000,239.0,unknown
5499,volkswagen,2008,100000,80.0,no
2900,bmw,2000,150000,136.0,no
2600,volkswagen,2002,150000,,unknown
5500,volkswagen,2003,150000,136.0,no
3200,citroen,2006,125000,70.0,no
400,opel,1996,150000,60.0,unknown
3500,mercedes_benz,1994,150000,136.0,no
3050,bmw,1997,150000,170.0,no
1000,mercedes_benz,1999,150000,125.0,no
100,ford,2000,150000,60.0,unknown
2990,mercedes_benz,2002,150000,143.0,no
9000,volkswagen,2011,125000,105.0,no
1200,renault,1997,100000,54.0,no
1500,mercedes_benz,2004,150000,102.0,no
3400,sonstige_autos,1988,80000,150.0,no
1099,peugeot,2005,150000,60.0,no
5200,mercedes_benz,1986,150000,179.0,yes
8950,volkswagen,2012,40000,60.0,no
3500,volkswagen,1998,150000,150.0,no
3990,mercedes_benz,2000,150000,,unknown
1600,bmw,1996,150000,193.0,yes
2300,hyundai,2004,150000,130.0,unknown
5750,opel,2009,150000,110.0,no
3012,mercedes_benz,2004,150000,150.0,no
1490,volkswagen,1991,150000,90.0,no
1,volkswagen,1995,150000,,unknown
21300,mercedes_benz,2013,150000,136.0,no
6950,bmw,2007,150000,143.0,no
5950,skoda,2008,125000,86.0,no
13800,volkswagen,2010,125000,160.0,unknown
1200,opel,1999,125000,116.0,no
600,peugeot,2000,150000,75.0,no
700,volkswagen,1996,150000,75.0,no
300,opel,2016,40000,45.0,unknown
750,audi,1996,150000,125.0,unknown
2200,peugeot,2006,125000,75.0,yes
9850,toyota,2010,100000,136.0,no
7999,honda,2009,90000,140.0,no
1500,trabant,1991,100000,,yes
5590,smart,2011,30000,61.0,no
4300,ford,2008,125000,80.0,no
4790,fiat,2016,80000,101.0,unknown
3700,suzuki,2009,150000,65.0,no
150,renault,2016,150000,54.0,unknown
2250,volkswagen,2001,150000,131.0,no
1450,fiat,2003,150000,103.0,unknown
15200,bmw,2012,125000,143.0,unknown
8499,mercedes_benz,1996,150000,231.0,unknown
3300,volkswagen,2002,150000,131.0,no
3950,ford,2009,60000,69.0,no
11400,volkswagen,2011,150000,140.0,no
1500,volkswagen,2005,150000,54.0,no
4800,bmw,2004,150000,150.0,no
699,peugeot,1998,100000,45.0,no
1550,volkswagen,2001,150000,105.0,no
3500,ford,2005,150000,90.0,no
9999,volkswagen,2008,70000,116.0,no
900,opel,1996,150000,75.0,unknown
1580,chevrolet,2009,125000,84.0,yes
1899,hyundai,2004,125000,103.0,no
1700,volkswagen,1991,150000,116.0,no
8000,audi,2016,150000,140.0,no
250,audi,1989,150000,115.0,yes
300,renault,1997,150000,90.0,unknown
6900,mercedes_benz,2000,70000,193.0,no
7999,volkswagen,2008,150000,140.0,no
2000,daihatsu,2001,150000,86.0,no
600,opel,1988,125000,75.0,yes
1300,seat,2000,150000,,unknown
1050,bmw,1998,150000,150.0,yes
9577,volkswagen,2007,150000,140.0,no
2700,peugeot,2004,150000,158.0,no
3900,kia,2004,150000,140.0,no
7200,volkswagen,2007,150000,140.0,no
450,renault,1997,150000,90.0,no
1100,suzuki,2004,150000,106.0,no
1950,peugeot,2003,150000,109.0,no
5200,audi,2002,20000,170.0,no
2,seat,1950,5000,5.0,unknown
890,opel,2001,150000,58.0,no
4500,volkswagen,2003,150000,116.0,no
900,audi,1999,150000,,unknown
14950,bmw,2001,150000,400.0,no
2500,ford,2004,150000,101.0,unknown
1200,volvo,2000,150000,200.0,no
3999,sonstige_autos,1987,5000,71.0,no
1750,fiat,2003,150000,103.0,no
13500,volkswagen,2012,100000,105.0,no
4690,citroen,2009,40000,68.0,no
1000,renault,2000,5000,58.0,no
1800,volkswagen,1999,150000,101.0,no
1550,fiat,2003,150000,60.0,no
700,volkswagen,1992,20000,,unknown
16150,volkswagen,2011,30000,150.0,no
1200,mercedes_benz,2004,150000,70.0,yes
1699,volkswagen,2000,150000,60.0,no
550,opel,1999,150000,60.0,no
4900,mercedes_benz,1988,125000,188.0,no
2280,mercedes_benz,2003,150000,95.0,no
4000,hyundai,2005,150000,125.0,no
250,renault,1998,150000,,yes
2999,opel,2006,150000,101.0,unknown
1950,volkswagen,2001,150000,101.0,no
1300,bmw,1992,5000,150.0,unknown
1699,ford,2005,150000,155.0,no
1300,volkswagen,1999,150000,101.0,unknown
1300,volkswagen,1990,125000,54.0,no
20999,mercedes_benz,2011,60000,170.0,no
3250,renault,2008,150000,103.0,no
2500,opel,2005,150000,150.0,no
500,volkswagen,1993,150000,90.0,no
3000,volkswagen,2001,150000,,unknown
2000,ford,2002,80000,80.0,no
10750,bmw,2009,60000,122.0,no
6000,audi,2009,125000,140.0,no
3500,smart,2005,80000,60.0,no
11499,skoda,2013,40000,122.0,no
850,volkswagen,1998,150000,90.0,no
1690,renault,2004,100000,75.0,no
15500,bmw,2008,150000,197.0,no
1500,volkswagen,2003,150000,,no
4500,suzuki,2006,150000,120.0,no
5200,citroen,2008,100000,109.0,no
6450,fiat,2010,60000,69.0,no
2150,chrysler,1993,150000,117.0,no
24900,porsche,2006,100000,280.0,no
500,renault,1998,150000,,no
550,volkswagen,1998,125000,60.0,no
18900,volkswagen,2012,125000,170.0,no
12999,volkswagen,2013,50000,105.0,no
1999,seat,2007,150000,86.0,no
12500,opel,2010,80000,160.0,no
3200,volkswagen,2004,150000,131.0,no
16400,mini,2012,50000,122.0,no
950,renault,2001,150000,75.0,no
16900,volkswagen,2012,90000,140.0,no
21500,mercedes_benz,2009,60000,170.0,no
1150,audi,1998,150000,193.0,unknown
10500,bmw,2008,150000,143.0,no
4100,opel,2007,150000,150.0,no
5100,opel,2003,150000,105.0,no
1500,audi,1997,150000,125.0,no
4300,smart,2007,90000,71.0,unknown
250,renault,1999,150000,58.0,yes
550,volkswagen,1995,150000,45.0,unknown
1399,opel,1999,150000,75.0,no
480,mazda,1996,150000,110.0,unknown
1250,renault,2003,150000,75.0,no
850,opel,2001,150000,120.0,unknown
3200,daihatsu,2007,125000,,unknown
9500,bmw,1987,150000,171.0,no
4999,volkswagen,2003,150000,,unknown
3900,mercedes_benz,2004,150000,122.0,no
2650,renault,2006,150000,88.0,no
230,opel,1997,125000,60.0,yes
10590,skoda,2014,30000,105.0,no
1500,peugeot,2003,150000,109.0,unknown
800,hyundai,1999,70000,54.0,unknown
21850,volkswagen,2007,150000,313.0,no
4799,peugeot,2006,125000,109.0,no
10900,mercedes_benz,2010,90000,116.0,unknown
12000,mercedes_benz,2007,125000,170.0,no
4900,volkswagen,2004,150000,140.0,unknown
5999,volkswagen,2006,125000,102.0,no
1100,opel,1998,150000,75.0,no
5399,bmw,2005,150000,218.0,yes
1380,ford,1999,150000,116.0,no
6950,volkswagen,2005,150000,102.0,no
650,volkswagen,2016,150000,,no
3600,mercedes_benz,1992,125000,109.0,no
2250,volkswagen,1997,150000,101.0,no
3200,volvo,2007,150000,136.0,no
1250,volkswagen,1998,150000,75.0,no
5500,mercedes_benz,2003,150000,204.0,no
2000,volkswagen,2000,150000,60.0,unknown
4950,volkswagen,2007,150000,170.0,no
16900,nissan,2011,60000,150.0,no
800,opel,2001,150000,58.0,no
1000,hyundai,2002,150000,,yes
27000,bmw,2008,90000,306.0,no
3100,ford,2006,150000,90.0,no
1490,bmw,1994,125000,102.0,yes
1000,opel,1978,20000,101.0,no
4444,opel,2006,125000,90.0,no
550,volkswagen,1991,150000,70.0,yes
750,volkswagen,1999,150000,75.0,no
300,honda,1995,150000,75.0,no
2900,opel,2005,150000,105.0,no
300,renault,1997,150000,,unknown
750,ford,2001,125000,75.0,no
4600,bmw,2003,150000,150.0,unknown
15500,bmw,2007,100000,218.0,no
1250,chevrolet,2005,125000,,no
1200,bmw,1994,150000,102.0,no
16000,bmw,2008,90000,218.0,no
590,ford,2004,150000,75.0,unknown
4490,volkswagen,2001,150000,116.0,no
2600,fiat,2005,150000,103.0,no
12600,bmw,2008,125000,143.0,no
1400,bmw,1997,150000,101.0,unknown
9500,mercedes_benz,2007,150000,170.0,no
16500,skoda,2014,30000,110.0,no
1800,volkswagen,1996,150000,,unknown
2650,ford,2002,150000,115.0,no
3490,bmw,2003,150000,,no
3350,bmw,2003,150000,116.0,no
2199,peugeot,2016,150000,133.0,unknown
1350,renault,2000,150000,75.0,no
6499,volkswagen,2004,100000,102.0,no
5950,opel,2008,100000,90.0,no
17000,volkswagen,2011,50000,211.0,no
1950,mercedes_benz,2000,150000,197.0,no
6890,renault,2011,50000,75.0,no
7490,volkswagen,2009,150000,105.0,no
6900,mazda,2009,150000,140.0,unknown
2500,volvo,2002,150000,,no
1500,opel,1999,90000,54.0,no
3200,peugeot,2007,150000,109.0,no
1990,volkswagen,2001,150000,105.0,no
10500,volkswagen,2009,125000,140.0,no
1200,volkswagen,1999,150000,50.0,no
5300,renault,2010,50000,75.0,no
1850,volvo,1998,150000,193.0,no
1200,bmw,2002,150000,120.0,yes
2450,opel,2016,150000,,no
8900,audi,2009,150000,,no
1200,mazda,1998,150000,140.0,no
800,fiat,1999,150000,54.0,no
2499,mercedes_benz,2001,150000,170.0,no
4500,volkswagen,2005,150000,140.0,unknown
2200,saab,1996,150000,247.0,no
1650,opel,2003,150000,75.0,no
3290,kia,2006,150000,,unknown
150,volkswagen,2000,150000,60.0,unknown
370,fiat,1997,150000,,unknown
3000,volkswagen,1998,100000,101.0,no
8888,nissan,2008,150000,150.0,no
400,ford,2000,150000,60.0,no
3880,audi,1997,150000,150.0,unknown
5900,volkswagen,2007,150000,105.0,no
7590,mercedes_benz,2006,150000,150.0,no
1950,renault,2005,80000,113.0,yes
1900,opel,2000,150000,131.0,no
22299,volkswagen,2014,40000,220.0,no
200,volkswagen,1995,150000,45.0,yes
9300,skoda,2010,20000,105.0,no
1500,volkswagen,2001,150000,59.0,no
6800,bmw,2004,150000,218.0,no
11250,mercedes_benz,1999,150000,120.0,no
1700,bmw,1995,150000,102.0,no
2100,bmw,1997,150000,143.0,no
2350,volkswagen,2004,150000,75.0,no
4498,mini,2006,150000,90.0,no
370,peugeot,2000,150000,,unknown
800,opel,1996,150000,45.0,no
750,trabant,1989,5000,26.0,yes
750,opel,2000,125000,64.0,yes
2800,sonstige_autos,1980,125000,173.0,no
10000,bmw,2004,150000,170.0,no
350,opel,1996,150000,45.0,yes
2200,bmw,2001,150000,116.0,no
1200,opel,2001,150000,54.0,no
6500,bmw,2001,90000,231.0,no
3650,mercedes_benz,2000,150000,218.0,no
2299,volvo,1998,150000,140.0,no
10290,skoda,2007,90000,170.0,no
16490,skoda,2013,30000,122.0,no
800,volkswagen,1992,150000,90.0,no
550,ford,1994,150000,,no
12500,porsche,1988,150000,160.0,no
14000,skoda,2010,60000,140.0,no
9000,audi,2007,150000,179.0,no
15492,audi,2009,150000,170.0,no
5490,mini,2005,125000,116.0,no
4000,opel,2004,150000,177.0,no
750,volkswagen,1997,150000,60.0,no
4800,bmw,2002,150000,192.0,unknown
6500,opel,2007,150000,150.0,no
2800,chevrolet,2008,40000,67.0,no
2900,opel,2004,150000,,yes
14300,opel,2012,50000,131.0,no
750,volkswagen,1998,150000,,no
2300,volkswagen,2005,125000,54.0,no
12590,audi,2010,150000,136.0,unknown
850,fiat,2016,150000,60.0,unknown
950,opel,2002,150000,58.0,no
3200,volkswagen,2001,150000,130.0,unknown
1000,volvo,1993,150000,140.0,unknown
1250,sonstige_autos,1984,100000,,no
12500,skoda,2011,60000,105.0,no
949,opel,2000,150000,58.0,no
900,opel,2001,80000,170.0,unknown
1150,toyota,2000,150000,86.0,no
2800,ford,2004,150000,68.0,no
11999,bmw,2009,5000,122.0,no
18400,mercedes_benz,2012,100000,170.0,no
2000,volkswagen,2005,150000,,no
1650,audi,1992,150000,115.0,no
5200,peugeot,2007,125000,120.0,no
27000,bmw,2011,100000,204.0,no
1600,daewoo,2004,125000,,unknown
1250,volkswagen,1998,150000,101.0,unknown
8800,ford,2008,70000,145.0,unknown
650,fiat,2003,150000,65.0,unknown
11500,mitsubishi,2010,150000,156.0,no
220,ford,2000,150000,,unknown
8850,bmw,1999,100000,118.0,no
3900,volkswagen,2010,100000,60.0,no
3200,audi,2003,150000,,no
800,honda,1996,150000,75.0,no
500,volkswagen,1997,150000,101.0,no
2700,opel,2004,150000,71.0,no
1399,mazda,2002,150000,101.0,no
18800,mercedes_benz,2009,150000,231.0,no
550,kia,2002,150000,,unknown
4200,opel,2001,125000,190.0,no
1,opel,1995,5000,75.0,unknown
850,volkswagen,1994,80000,,no
1545,mitsubishi,2000,150000,86.0,no
8990,volkswagen,2009,125000,110.0,no
12470,bmw,2005,150000,231.0,no
